member_id|set_en|set_ur|sort_order|gloss_ur|nuance_en|nuance_ur|topic_id|book_ref
NSM:TO:TO_SLAUGHTER:X29B79242|To slaughter|ذبح کرنا|4|ذبح کرنا|To slaughter||DH1|Kailani — topic DH1
NSM:TO:TO_SLIP_CAUSE_TO_SLIP_TO_SEDUCE:X4179398B|To slip, cause to slip, to seduce|پھسلنا  پھسلانا|6|پھسلنا  پھسلانا|To slip, cause to slip, to seduce||P36|Kailani — topic P36
NSM:TO:TO_SPEND:XBE0FA08B|To spend|خرچ کرنا|1|خرچ کرنا|To spend||KH7|Kailani — topic KH7
NSM:TO:TO_SPEND:XCB22E4A9|To spend|خرچ کرنا|2|خرچ کرنا|To spend||KH7|Kailani — topic KH7
NSM:TO:TO_SPEND:X27EEF946|To spend|خرچ کرنا|3|خرچ کرنا|To spend||KH7|Kailani — topic KH7
NSM:TO:TO_SPREAD:X984ABF74|To spread|بچھانا|12|بچھانا|To spread||B21|Kailani — topic B21
NSM:TO:TO_SPY:X6A9B00BF|To spy|جاسوسی کرنا|1|جاسوسی کرنا|To spy||J1|Kailani — topic J1
NSM:TO:TO_SPY:X861183A4|To spy|جاسوسی کرنا|2|جاسوسی کرنا|To spy||J1|Kailani — topic J1
NSM:TO:TO_SPY:XB2192211|To spy|جاسوسی کرنا|3|جاسوسی کرنا|To spy||J1|Kailani — topic J1
NSM:TO:TO_START:X0DAC3F98|To start|شروع کرنا|1|شروع کرنا|To start||SH6|Kailani — topic SH6
NSM:TO:TO_STAY_BEHIND:XF8FD9F97|To stay behind|پیچھے رہنا|4|پیچھے رہنا|To stay behind||P50|Kailani — topic P50
NSM:TO:TO_STAY_BE_QUIET:X861183A4|To stay/be quiet|چپ ہونا رہنا|1|چپ ہونا رہنا|To stay/be quiet||CH6|Kailani — topic CH6
NSM:TO:TO_STAY_BE_QUIET:X1F694036|To stay/be quiet|چپ ہونا رہنا|2|چپ ہونا رہنا|To stay/be quiet||CH6|Kailani — topic CH6
NSM:TO:TO_STAY_BE_QUIET:XBE0FA08B|To stay/be quiet|چپ ہونا رہنا|3|چپ ہونا رہنا|To stay/be quiet||CH6|Kailani — topic CH6
NSM:TO:TO_STAY_BE_QUIET:X988ADA1C|To stay/be quiet|چپ ہونا رہنا|4|چپ ہونا رہنا|To stay/be quiet||CH6|Kailani — topic CH6
NSM:TO:TO_STAY_BE_QUIET:XCB92A8B0|To stay/be quiet|چپ ہونا رہنا|5|چپ ہونا رہنا|To stay/be quiet||CH6|Kailani — topic CH6
NSM:TO:TO_STAY_BE_QUIET:X0B0864C0|To stay/be quiet|چپ ہونا رہنا|6|چپ ہونا رہنا|To stay/be quiet||CH6|Kailani — topic CH6
NSM:TO:TO_STAY_TO_RESIDE:X27DFCB2D|To stay, to reside|ٹھیرنا آباد ہونا|4|ٹھیرنا آباد ہونا|To stay, to reside||TT5|Kailani — topic TT5
NSM:TO:TO_STAY_TO_STOP:X34269B7F|To stay, to stop|ٹھیرنا [رکنا]|7|ٹھیرنا [رکنا]|To stay, to stop||TT4|Kailani — topic TT4
NSM:TO:TO_STEAL:X5AB9EB8A|To steal|چوری کرنا|1|چوری کرنا|To steal||CH21|Kailani — topic CH21
NSM:TO:TO_STICK_CLING:X0EF05FDA|To stick , cling|چمٹنا|4|چمٹنا|To stick , cling||CH15|Kailani — topic CH15
NSM:TO:TO_STOP:XBE0FA08B|To stop|رکنا|1|رکنا|To stop||R18|Kailani — topic R18
NSM:TO:TO_STROLL_TO_WANDER:X31BF6154|To stroll, to wander|پھرنا|10|پھرنا|To stroll, to wander||P34|Kailani — topic P34
NSM:TO:TO_SURROUND:X16FBB28A|To surround|گھیرنا|5|گھیرنا|To surround||GG27|Kailani — topic GG27
NSM:TO:TO_TEACH_TO_READ:XF46907ED|To teach, to read|پڑھانا پڑھنا|7|پڑھانا پڑھنا|To teach, to read||P16|Kailani — topic P16
NSM:TO:TO_TEAR_RIP:X2C3683BD|To tear, rip|پھاڑنا|10|پھاڑنا|To tear, rip||P32|Kailani — topic P32
NSM:TO:TO_THINK_HAVE_THOUGHTS:X3E69AA9C|To think/have thoughts|گمان کرنا|4|گمان کرنا|To think/have thoughts||GG13|Kailani — topic GG13
NSM:TO:TO_THROW_POUR_CAST_AWAY:X58F5658E|To throw, pour, cast away|ڈالنا|7|ڈالنا|To throw, pour, cast away||DD1|Kailani — topic DD1
NSM:TO:TO_TRAMPLE:X56750292|To trample|روندنا|1|روندنا|To trample||R19|Kailani — topic R19
NSM:TO:TO_TRAMPLE:X6245B4D0|To trample|روندنا|2|روندنا|To trample||R19|Kailani — topic R19
NSM:TO:TO_TRAVEL:X861183A4|To travel|سفر کرنا|1|سفر کرنا|To travel||S19|Kailani — topic S19
NSM:TO:TO_TRAVEL:XCB92A8B0|To travel|سفر کرنا|2|سفر کرنا|To travel||S19|Kailani — topic S19
NSM:TO:TO_TRAVEL:X2AD012A5|To travel|سفر کرنا|3|سفر کرنا|To travel||S19|Kailani — topic S19
NSM:TO:TO_TROUBLE_TO_ENDURE_HARDSHIP:X34088292|To trouble, to endure hardship|تکلیف دینا - اٹھانا|8|تکلیف دینا - اٹھانا|To trouble, to endure hardship||T19|Kailani — topic T19
NSM:TO:TO_TROUBLE_TO_ENDURE_HARDSHIP:X85052AC6|To trouble, to endure hardship|تکلیف دینا - اٹھانا|9|تکلیف دینا - اٹھانا|To trouble, to endure hardship||T19|Kailani — topic T19
NSM:TO:TO_TURN_OVER_TO_REFUTE:X99BD4CAA|To turn over, to refute|پھیرنا|7|پھیرنا|To turn over, to refute||P35|Kailani — topic P35
NSM:TO:TO_UNDERTAKE_TRANSACTIONS:XCB22E4A9|To undertake transactions|خرید وفروخت کرنا|1|خرید وفروخت کرنا|To undertake transactions||KH8|Kailani — topic KH8
NSM:TO:TO_UNDERTAKE_TRANSACTIONS:X6A9B00BF|To undertake transactions|خرید وفروخت کرنا|2|خرید وفروخت کرنا|To undertake transactions||KH8|Kailani — topic KH8
NSM:TO:TO_UNDERTAKE_TRANSACTIONS:X119C5451|To undertake transactions|خرید وفروخت کرنا|3|خرید وفروخت کرنا|To undertake transactions||KH8|Kailani — topic KH8
NSM:TO:TO_UNDERTAKE_TRANSACTIONS:XBE0FA08B|To undertake transactions|خرید وفروخت کرنا|4|خرید وفروخت کرنا|To undertake transactions||KH8|Kailani — topic KH8
NSM:TO:TO_UNDERTAKE_TRANSACTIONS:X46C8A197|To undertake transactions|خرید وفروخت کرنا|5|خرید وفروخت کرنا|To undertake transactions||KH8|Kailani — topic KH8
NSM:TO:TO_WALK_AND_TYPES_OF_WALKING:X79FCF9B2|To walk and types of walking|چلنا|13|چلنا|To walk and types of walking||CH12|Kailani — topic CH12
NSM:TO:TO_WHISPER:X6A9B00BF|To whisper|سرگوشی کرنا|1|سرگوشی کرنا|To whisper||S16|Kailani — topic S16
NSM:TO:TO_WHISPER:X23824C71|To whisper|سرگوشی کرنا|2|سرگوشی کرنا|To whisper||S16|Kailani — topic S16
NSM:TOUCH:TOUCH:X988ADA1C|Touch|چھونا|1|چھونا|Touch||CH28|Kailani — topic CH28
NSM:TOUCH:TOUCH:X6DDAA72E|Touch|چھونا|2|چھونا|Touch||CH28|Kailani — topic CH28
NSM:TOUCH:TOUCH:XF4942435|Touch|چھونا|4|چھونا|Touch||CH28|Kailani — topic CH28
NSM:TOWN:TOWN_CITY:XA1C25FF6|Town, city|شہر|2|شہر|Town, city||SH14|Kailani — topic SH14
NSM:TREASURE:TREASURE:XC67F042D|treasure|خزانہ|1|خزانہ|treasure||KH9|Kailani — topic KH9
NSM:TREASURE:TREASURE:X854A312A|treasure|خزانہ|2|خزانہ|treasure||KH9|Kailani — topic KH9
NSM:TREASURE:TREASURE:X84D816DC|treasure|خزانہ|3|خزانہ|treasure||KH9|Kailani — topic KH9
NSM:TREASURE:TREASURE:X2638006E|treasure|خزانہ|4|خزانہ|treasure||KH9|Kailani — topic KH9
NSM:TREES:TREES_AND_SHRUBS:X6FF2E344|Trees and shrubs|درخت اور پودے|7|درخت اور پودے|Trees and shrubs||D7|Kailani — topic D7
NSM:TRUTH:TRUTH:X1F694036|truth|سچ|1|سچ|truth||S9|Kailani — topic S9
NSM:TRUTH:TRUTH:X56750292|truth|سچ|2|سچ|truth||S9|Kailani — topic S9
NSM:TRUTH:TRUTH:X31D0BD1D|truth|سچ|3|سچ|truth||S9|Kailani — topic S9
NSM:TUNNEL:TUNNEL:XCB92A8B0|tunnel|سرنگ|1|سرنگ|tunnel||S17|Kailani — topic S17
NSM:TUNNEL:TUNNEL:X861183A4|tunnel|سرنگ|2|سرنگ|tunnel||S17|Kailani — topic S17
NSM:TUNNEL:TUNNEL:XAF876DD0|tunnel|سرنگ|3|سرنگ|tunnel||S17|Kailani — topic S17
NSM:VALLEY:VALLEY:X07DAB2BA|Valley|گھاٹی|3|گھاٹی|Valley||GG21|Kailani — topic GG21
NSM:VEIL:VEIL:XEAA4E428|Veil|پردہ|10|پردہ|Veil||P13|Kailani — topic P13
NSM:VERY:VERY_PERSISTENT:X5A18AD36|Very persistent|در پے ہونا|3|در پے ہونا|Very persistent||D6|Kailani — topic D6
NSM:VIOLENTLY:VIOLENTLY_SMASHED_OR_BROKEN_INTO_MINUTE_PIECES:X517D3358|Violently smashed or broken into minute pieces|ریزہ ریزہ کرنا چورہ چورہ|1|ریزہ ریزہ کرنا چورہ چورہ|Violently smashed or broken into minute pieces||CH20|Kailani — topic CH20
NSM:VIOLENTLY:VIOLENTLY_SMASHED_OR_BROKEN_INTO_MINUTE_PIECES:X56750292|Violently smashed or broken into minute pieces|ریزہ ریزہ کرنا چورہ چورہ|2|ریزہ ریزہ کرنا چورہ چورہ|Violently smashed or broken into minute pieces||CH20|Kailani — topic CH20
NSM:VIOLENTLY:VIOLENTLY_SMASHED_OR_BROKEN_INTO_MINUTE_PIECES:X36A9D753|Violently smashed or broken into minute pieces|ریزہ ریزہ کرنا چورہ چورہ|3|ریزہ ریزہ کرنا چورہ چورہ|Violently smashed or broken into minute pieces||CH20|Kailani — topic CH20
NSM:VIOLENTLY:VIOLENTLY_SMASHED_OR_BROKEN_INTO_MINUTE_PIECES:XCB22E4A9|Violently smashed or broken into minute pieces|ریزہ ریزہ کرنا چورہ چورہ|4|ریزہ ریزہ کرنا چورہ چورہ|Violently smashed or broken into minute pieces||CH20|Kailani — topic CH20
NSM:VIOLENTLY:VIOLENTLY_SMASHED_OR_BROKEN_INTO_MINUTE_PIECES:XB15AA8E2|Violently smashed or broken into minute pieces|ریزہ ریزہ کرنا چورہ چورہ|5|ریزہ ریزہ کرنا چورہ چورہ|Violently smashed or broken into minute pieces||CH20|Kailani — topic CH20
NSM:VIOLENTLY:VIOLENTLY_SMASHED_OR_BROKEN_INTO_MINUTE_PIECES:XDCED11D1|Violently smashed or broken into minute pieces|ریزہ ریزہ کرنا چورہ چورہ|6|ریزہ ریزہ کرنا چورہ چورہ|Violently smashed or broken into minute pieces||CH20|Kailani — topic CH20
NSM:WAR:WAR_BATTLE:X56750292|War, battle|جنگ|1|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:XC67F042D|War, battle|جنگ|2|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:XA83185C0|War, battle|جنگ|3|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:XCB22E4A9|War, battle|جنگ|4|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:X51C9A584|War, battle|جنگ|5|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:XD6F7C01D|War, battle|جنگ|6|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:X988ADA1C|War, battle|جنگ|7|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:XBE0FA08B|War, battle|جنگ|8|جنگ|War, battle||J15|Kailani — topic J15
NSM:WAR:WAR_BATTLE:XCAE6103B|War, battle|جنگ|14|جنگ|War, battle||J15|Kailani — topic J15
NSM:WATER:WATER_AND_ITS_DIFFERENT_TYPES:XEF2AD874|Water and its different types|پانی اور اسکی اقسام|10|پانی اور اسکی اقسام|Water and its different types||P5|Kailani — topic P5
NSM:WATERING:WATERING_PLACE:X16A7F42B|Watering place|گھاٹ|3|گھاٹ|Watering place||GG20|Kailani — topic GG20
NSM:WHAT:WHAT:XB1D37F39|What|کیا|3|کیا|What||K44|Kailani — topic K44
NSM:WHERE:WHERE_WHEREVER:X56750292|Where, wherever|جہاں-  جہاں کہیں|1|جہاں- جہاں کہیں|Where, wherever||J21|Kailani — topic J21
NSM:WHERE:WHERE_WHEREVER:XBE0FA08B|Where, wherever|جہاں-  جہاں کہیں|2|جہاں- جہاں کہیں|Where, wherever||J21|Kailani — topic J21
NSM:WHERE:WHERE_WHEREVER:X988ADA1C|Where, wherever|جہاں-  جہاں کہیں|3|جہاں- جہاں کہیں|Where, wherever||J21|Kailani — topic J21
NSM:WHERE:WHERE_WHEREVER:X2EA19D92|Where, wherever|جہاں-  جہاں کہیں|4|جہاں-  جہاں کہیں|Where, wherever||J21|Kailani — topic J21
NSM:WHERE:WHERE_WHEREVER:X7052BD4C|Where, wherever|جہاں-  جہاں کہیں|5|جہاں-  جہاں کہیں|Where, wherever||J21|Kailani — topic J21
NSM:WHOLE:WHOLE_ENTIRE_ALL:XF1598E2F|Whole entire, (all)|پورا  [سارا سب]|5|پورا  [سارا سب]|Whole entire, (all)||P23|Kailani — topic P23
NSM:WHY:WHY_WHY_NOT:XADD22987|Why, why not|کیوں – کیوں نہ|1|کیوں – کیوں نہ|Why, why not||K46|Kailani — topic K46
NSM:WHY:WHY_WHY_NOT:X52960297|Why, why not|کیوں – کیوں نہ|2|کیوں – کیوں نہ|Why, why not||K46|Kailani — topic K46
NSM:WISH:WISH_DESIRE_HOPE:XBE0FA08B|Wish/desire/hope|خواہش|2|خواہش|Wish/desire/hope||KH14|Kailani — topic KH14
NSM:WISH:WISH_DESIRE_HOPE:X517D3358|Wish/desire/hope|خواہش|3|خواہش|Wish/desire/hope||KH14|Kailani — topic KH14
NSM:WISH:WISH_DESIRE_HOPE:X119C5451|Wish/desire/hope|خواہش|4|خواہش|Wish/desire/hope||KH14|Kailani — topic KH14
NSM:WISH:WISH_DESIRE_HOPE:X6245B4D0|Wish/desire/hope|خواہش|5|خواہش|Wish/desire/hope||KH14|Kailani — topic KH14
NSM:WISH:WISH_DESIRE_HOPE:XDAE54124|Wish/desire/hope|خواہش|6|خواہش|Wish/desire/hope||KH14|Kailani — topic KH14
NSM:WORTHLESS:WORTHLESS:XCB92A8B0|Worthless|ردی – نا کارہ|1|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WORTHLESS:WORTHLESS:X84D816DC|Worthless|ردی – نا کارہ|2|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WORTHLESS:WORTHLESS:XB15AA8E2|Worthless|ردی – نا کارہ|3|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WORTHLESS:WORTHLESS:XCB22E4A9|Worthless|ردی – نا کارہ|4|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WORTHLESS:WORTHLESS:XBE0FA08B|Worthless|ردی – نا کارہ|5|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WORTHLESS:WORTHLESS:X988ADA1C|Worthless|ردی – نا کارہ|6|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WORTHLESS:WORTHLESS:X26D808BE|Worthless|ردی – نا کارہ|8|ردی – نا کارہ|Worthless||R8|Kailani — topic R8
NSM:WOUND:WOUND_GASH:XC67F042D|Wound , gash|زخم|1|زخم|Wound , gash||Z3|Kailani — topic Z3
NSM:WOUND:WOUND_GASH:X51C9A584|Wound , gash|زخم|2|زخم|Wound , gash||Z3|Kailani — topic Z3
NSM:YEAR:YEAR:XA0F49047|Year|سال|1|سال|Year||S3|Kailani — topic S3
NSM:YEAR:YEAR:X861183A4|Year|سال|2|سال|Year||S3|Kailani — topic S3
